"","mz","rt","neg-Exp1-Blatt_K-1_1-B,1_01_8102","neg-Exp1-Blatt_K-2_1-B,2_01_8104","neg-Exp1-Blatt_K-3_1-B,3_01_8107","neg-Exp1-Blatt_K-4_1-B,4_01_8109","neg-Exp1-Blatt_K-5_1-B,5_01_8111","neg-Exp2-Blatt_K-1_1-D,1_01_8113","neg-Exp2-Blatt_K-2_1-D,2_01_8115","neg-Exp2-Blatt_K-3_1-D,3_01_8117","neg-Exp1-Blatt_P-1_1-C,1_01_8103","neg-Exp1-Blatt_P-2_1-C,2_01_8105","neg-Exp1-Blatt_P-3_1-C,3_01_8108","neg-Exp1-Blatt_P-4_1-C,4_01_8110","neg-Exp1-Blatt_P-5_1-C,5_01_8112","neg-Exp2-Blatt_P-1_1-E,1_01_8114","neg-Exp2-Blatt_P-2_1-E,2_01_8116","neg-Exp2-Blatt_P-3_1-E,3_01_8118","neg-Exp2-Blatt_P-4_1-E,4_01_8121","neg-Exp2-Blatt_P-5_1-E,5_01_8122"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M500.1813T225.5","500.1813","225.47545","2307.6218","2427.8495","1813.651","1802.1814","1144.7339","1889.711","2167.308","1908.71","2063.8252","2353.176","2163.1151","2612.2343","2397.937","1569.2572","1715.8846","1697.3025","2259.6992","1283.385"
"M500.7753T27.2","500.7753","27.16473","6303.6149","7108.1955","6835.75","6308.2283","6194.2911","5950.357","5306.111","5780.571","2853.8573","2670.7142","2695.3565","4774.9277","3573.9419","3871.6015","3177.2831","3376.1861","4159.8976","2833.2061"
"M501.0456T212.1","501.0456","212.09057","3777.5921","3709.187","3944.501","4089.0435","3122.894","2829.133","3803.8154","2831.385","5714.5711","6037.4593","6302.8844","5869.7778","6065.5402","5068.6214","5806.2629","5591.7806","3964.126","5146.4023"
"M501.044T250.1","501.044","250.09733","862.6147","1309.7714","865.6362","853.6178","692.3045","1016.205","1082.4946","404.4951","1118.7061","1250.0649","1442.7882","1588.2762","616.8429","582.2191","695.0869","1120.392","723.478","958.5674"
"M501.1153T220","501.1153","219.95049","2245.7789","1970.0606","1673.338","1326.1929","1314.7933","1452.944","1494.6322","1721.804","3452.7255","3007.4484","3576.0725","2604.1874","2675.9661","1920.2793","2508.2535","2010.993","2080.2609","2448.936"
"M501.1325T229.4","501.1325","229.38695","1766.9983","1111.9675","3894.112","3315.5635","2222.7775","2365.342","2271.9506","871.4768","5106.1822","6479.8491","7117.5125","4421.2716","7458.408","3122.291","2952.1736","3590.3846","5056.0672","3751.3125"
"M502.0501T196.4","502.0501","196.43324","31021.203","29066.0188","21987.66","25089.3816","22298.7346","22517.69","29790.0539","20706.63","23542.308","22797.3598","21031.4768","26487.969","24687.4539","26164.7611","28108.7513","25999.1972","31152.3146","24763.5509"
"M503.0529T196.5","503.0529","196.45237","6190.4349","5271.7827","4450.751","4500.1718","4721.8154","4296.57","4880.2597","3774.761","4455.56","4441.7356","3740.9558","5082.2203","4690.2026","5378.2393","5220.8981","5178.9164","6385.8969","4824.5215"
"M503.1169T325.2","503.1169","325.21122","41540.532","44422.3405","46741.86","45011.7965","47064.2532","43783.65","41998.058","44773.8","38430.1121","37281.9492","43123.9374","42832.5293","42410.319","43089.2005","41543.6384","40430.5442","42329.9826","41410.4071"
"M504.0012T130.9","504.0012","130.85106","24042.776","36607.9453","30365.17","35226.6045","29275.4847","32589.02","37743.3549","30878.43","32683.6931","30960.2941","27267.89","18147.6481","31103.5907","32117.9717","32237.5317","33564.4882","35092.544","27946.245"
"M504.0469T196.5","504.0469","196.4698","5519.1036","5171.8638","3426.866","3979.7258","3932.5548","4092.697","5512.8843","3453.392","4359.4627","4148.1974","3699.7481","4980.6129","4570.6389","4981.4807","5257.8027","4580.7776","5240.9525","3497.2048"
"M504.1208T325.3","504.1208","325.25971","9969.7833","10917.8141","11553.76","11319.9579","10948.2735","11072.26","11014.7586","11558.53","9200.6778","9872.1207","10314.2049","10723.391","10769.2416","11653.157","10111.7121","10522.9444","10776.8557","10584.0628"
"M504.1299T210.5","504.1299","210.4638","1026.795","932.613","963.4237","1062.9855","1095.0994","688.884","1158.3309","1034.061","1176.2898","1226.3132","766.7625","1036.7738","1203.1292","593.6046","706.5351","964.4331","1065.8422","1342.1224"
"M504.9979T240.3","504.9979","240.31576","703.474","652.7972","375.4084","409.4152","535.1712","408.66","382.4098","383.0602","695.025","726.6767","505.8111","273.306","287.5234","811.0232","805.8278","1001.4134","697.4728","690.5586"
"M505.1197T325.2","505.1197","325.24801","2217.0386","2358.6485","2522.835","2608.7152","2078.1411","2554.833","2392.6219","2175.828","2094.2003","2468.0485","2503.918","2740.7852","2665.8391","2548.2249","2425.6777","2301.5525","2725.1102","2372.8239"
"M505.1356T284.8","505.1356","284.84539","18154.906","15674.3644","12194","13118.0825","10485.2579","10403.27","11383.3398","10331.25","28055.3929","23820.0007","20856.9149","22168.9915","21890.5483","16388.4006","18647.0758","19881.2827","16108.5432","20347.5809"
"M505.2595T643.9","505.2595","643.92767","16380.5195","16009.868","14616.59","19444.2214","8901.4459","12517.46","9584.285","10233.61","20992.4762","0","15768.8198","16287.0188","14450.5946","11923.4057","18925.5432","24793.8588","12902.0017","11945.5402"
"M506.1206T229","506.1206","228.96942","990.0834","738.0078","605.2327","947.9231","526.5768","321.6868","914.0106","624.6345","3212.1431","2888.8251","2213.1662","1860.7641","2060.2112","2297.6053","2727.5408","2328.3999","1370.1193","2193.4295"
"M506.1398T284.9","506.1398","284.88602","5141.3995","4025.1036","3260.238","3392.362","3066.6951","2941.49","2935.7715","2635.037","7907.2361","6206.9229","5748.2615","5769.6448","5579.6901","3821.5519","4874.3519","4672.335","4447.2916","5429.5382"
"M506.2628T644","506.2628","643.9896","4380.9258","3788.0908","3689.387","5324.5209","2333","3066.358","2641.4845","2782.795","5412.9848","0","3796.5293","4054.6667","3863.9179","3307.5732","5150.311","6051.7286","3300.4125","2654.7583"
"M507.261T367.1","507.261","367.1139","2014.5079","1961.0194","677.3095","1626.813","1475.8497","1396.05","1905.619","1231.616","3940.8851","2545.9788","1600.133","1524.5334","1278.4473","1587.4966","2361.568","2361.7458","1138.9513","1614.5649"
"M508.0998T206.4","508.0998","206.3607","2396.6846","2738.5713","2131.412","2062.6729","1841.0824","1885.835","2649.317","2031.319","3719.1861","3612.6308","3170.0533","2849.9201","3311.2791","2656.8851","2983.5495","2658.7129","3227.922","3062.7382"
"M508.0996T169.6","508.0996","169.57519","1643.7767","1392.3977","1546.651","1661.1411","1450.6162","1463.692","1736.4304","1219.015","4431.4771","4954.753","5331.5777","3552.2607","4080.6507","3107.7224","3711.6071","2651.8811","3474.7723","4077.4543"
"M509.0553T250.3","509.0553","250.28201","2235.0624","2541.5775","1473.205","2045.4659","1558.4922","1196.085","2373.7368","1843.609","3307.4182","2398.7102","3938.1249","2402.9069","3334.2168","2925.2503","2239.4849","1696.6841","1624.6598","1745.4776"
"M509.0567T212.3","509.0567","212.28439","3238.7381","3057.265","3140.758","3016.8071","2670.8723","1430.007","3001.3486","2397.313","5256.1117","4916.1757","5282.8498","4811.6033","5117.1871","3366.8141","4822.0936","4362.178","3800.7946","4124.9412"
"M509.1075T354.2","509.1075","354.16148","2073.4173","1665.4277","1343.062","1101.4844","1189.5232","747.2988","1375.11","1069.752","3007.5247","2349.1222","2079.1281","1966.2351","1327.3698","1960.0191","1781.3028","2127.0028","2166.4246","2125.7927"
"M509.163T467.2","509.163","467.23863","4955.052","7184.394","6107.898","7165.0624","5273.1729","3553.184","2877.3921","3725.397","5065.851","0","3839.4576","4301.0999","4056.8923","1706.2972","3626.55","5186.3481","2322.1751","1851.6553"
"M509.2119T343","509.2119","342.99641","2375.1223","1817.0795","931.0762","936.331","1160.12","1361.58","1123.3931","2133.137","978.4523","1441.2609","818.2507","685.6966","764.5424","849.9641","1086.3103","1258.6605","1500.3","1291.7594"
"M510.007T295.8","510.007","295.76093","560.5294","458.2015","394.5367","639.653","747.5064","426.4186","765.6012","597.632","395.4463","474.3992","510.255","591.629","566.5032","484.8799","729.3645","527.2635","645.8819","605.636"
"M510.0746T269","510.0746","268.98858","1150.2265","746.5062","611.0764","277.8055","413.7786","614.9477","775.7894","405.384","674.2696","506.027","613.479","819.1024","521.6331","634.0394","541.2502","404.7333","463.4955","433.0541"
"M512.7088T25.4","512.7088","25.42763","890.645","724.36","1061.8","1342.2765","859.7824","981.4934","720.7384","768.6654","1401.3346","1367.0805","1005.394","1443.0201","1577.9775","1245.7604","821.0237","888.9755","1002.8552","1277.1709"
"M513.1577T427.6","513.1577","427.56279","2158.7553","2199.2949","1590.304","2506.4159","1259.9829","1036.51","966.6716","1114.938","1610.069","1732.9036","1435.0243","1648.6289","1248.8789","519.5707","972.2777","640.9131","850.9644","712.114"
"M513.2247T691.1","513.2247","691.10112","16578.285","11305.7583","7126.541","10054.2051","7808.688","11209.38","10101.7602","9331.665","29189.3374","0","16098.4763","12076.4329","13923.1131","16443.2175","22122.2011","23802.328","16303.7018","17431.1802"
"M513.2091T247.8","513.2091","247.79957","9072.6009","8433.3865","5909.844","7689.1443","7711.9022","7649.688","8150.6432","8774.506","4729.8631","3515.685","4459.6783","4579.6414","4208.8932","4060.4095","4523.463","4255.3849","4993.8793","2987.1068"
"M514.088T190.7","514.088","190.74968","2261.2584","1878.5681","2003.308","1655.3433","1963.3536","2204.679","2163.757","1782.481","5429.8093","5457.8534","4564.7525","4353.7536","4056.2085","4308.0824","4926.4741","3688.7721","4145.2432","4670.7481"
"M514.1575T210.4","514.1575","210.44942","13892.6756","12767.6968","7620.177","6945.5902","8408.0219","7880.103","10132.1189","8253.534","13627.3099","10864.7242","9060.588","8341.5852","8938.6933","8768.5231","8897.208","9721.2773","8480.2608","9832.2763"
"M514.7079T25.3","514.7079","25.26413","731.62","623.1016","1021.267","928.8524","747.0604","536.3441","538.9942","550.8995","1191.8003","1469.4509","1427.38","1079.4359","1628.4805","1022.9839","855.9214","776.9804","797.3985","1157.1967"
"M515.0413T163.1","515.0413","163.13129","21869.828","15806.8021","14505.36","19910.4077","12372.3105","12432.22","17472.7868","10732.79","48824.7887","40255.0745","37435.1074","45676.9572","37219.558","31355.4745","38419.974","33871.2863","30476.5235","32502.8456"
"M515.0728T220.5","515.0728","220.46486","9625.7494","9089.0592","9558.505","8347.424","9774.4246","8332.831","9446.8471","8885.444","8511.7175","7473.2702","9106.6473","7875.7673","7562.4761","7050.0954","6884.5107","6660.0124","7680.3539","7886.1034"
"M515.16T210.5","515.16","210.48955","3777.9885","3461.5448","1644.692","1965.7964","2448.6052","1707.709","2251.9086","2390.324","3674.7141","1414.8658","2230.07","2198.3992","2226.9009","2109.6026","2434.2118","2486.8408","2613.3851","2816.9305"
"M515.1592T40.6","515.1592","40.55393","1371.4354","1141.2302","812.232","1171.5823","878.4416","827.1629","1379.2472","1004.1","1408.7357","1452.4717","1003.9915","1358.4527","1367.9508","834.866","1383.7286","1229.3985","1033.9492","946.7497"
"M516.044T163.3","516.044","163.29581","4751.3938","3979.7965","2654.396","4394.7847","1836.4052","2742.761","3897.426","3383.801","10660.7117","9036.3566","7847.7065","9960.1783","8615.1113","6606.8871","8833.3961","7951.4971","6562.3315","7321.758"
"M516.0655T247.4","516.0655","247.42781","7212.049","6867.2164","5648.505","5489.6861","5781.9563","5241.143","6979.2382","4618.553","5009.4309","4997.7486","4007.0025","5018.2218","4949.6219","5866.5985","5662.6756","5524.8273","6826.0627","5353.4879"
"M516.0626T281","516.0626","280.95858","844.5529","611.9388","571.6876","630.4972","621.1774","539.9041","709","642.5003","506.1316","389.6978","360.847","507.1449","379.7921","555.0153","444.3812","397.2936","445.3333","372.7636"
"M516.0784T220.4","516.0784","220.44709","2076.0597","1619.4857","1870.534","1866.9554","1960.0869","1842.852","1220.0326","1802.934","1791.4853","1746.4043","1517.716","1896.8582","1659.3886","1330.4655","1796.821","1827.2164","1655.4899","1960.2266"
"M516.1735T270.8","516.1735","270.83517","9119.4386","8875.0142","4493.387","4203.434","6096.9304","4361.12","5937.1387","6455.314","6207.5998","6806.8707","6686.1983","5060.4975","4900.2229","5113.1174","4864.2735","5179.1426","4962.9393","6834.7"
"M516.8983T20.5","516.8983","20.46279","1531.1914","1407.1705","1006.523","1931.1236","1789.1084","1524.514","1654.1798","1306.438","1915.4031","1844.8995","2218.944","2073.52","2157.2696","1483.8521","1059.8395","1172.7842","1618.3236","1807.0388"
"M517.0375T163.2","517.0375","163.23913","3461.7741","2432.2155","2049.749","2700.773","1942.071","2093.67","2598.9496","544.374","7610.1737","6200.289","5142.2122","7026.1249","3261.1586","4125.4811","5649.5627","5021.2778","4664.8119","5050.0098"
"M517.0685T247.5","517.0685","247.45883","1552.7534","916.0902","1035.207","1067.7827","974.8324","1107.19","1246.1428","894.447","1011.172","1038.0855","826.9222","738.7036","921.5867","530.2803","1015.5075","1188.016","833.2079","1134.7031"
"M517.1003T294.1","517.1003","294.09021","1590.7016","1256.0718","551.5883","526.0872","825.2692","1037.311","1054.7287","682.434","1103.5841","998.237","884.9524","734.367","522.8966","1045.5424","969.4845","797.967","875.104","959.813"
"M517.1775T270.9","517.1775","270.89235","2386.4041","2517.4093","1280.252","1334.3335","1424.3397","769.1188","1885.2755","1604.428","1509.0229","1917.8446","1619.7348","1519.5317","1597.1315","777.0338","1672.7932","1261.292","1103.6367","1669.957"
"M517.9004T20.5","517.9004","20.45317","631.8471","617.642","1288.482","982.5183","785.6824","761.4575","803.2469","707.2262","959.2925","824.4986","960.9411","1101.0898","1002.5789","792.4711","496.4751","597.2693","833.9062","629.0126"
"M518.0219T196.5","518.0219","196.46025","4321.0894","4385.2056","3227.017","3650.7599","3053.3053","1736.534","2175.3273","3233.811","2716.5971","2959.4049","2430.6517","3564.2342","3032.3557","2929.716","4201.613","3603.5166","3392.9947","3339.2871"
"M518.0626T247.5","518.0626","247.46043","1072.5156","812.0084","854.2562","943.5446","955.0338","960.6825","1145.5824","789.3945","854.349","914.6534","1056.352","806.4946","464.1206","704.9767","1091.212","1084.2256","1154.3819","914.3193"
"M518.8973T20.5","518.8973","20.45798","840.24","1018.7147","1629.958","1087.9941","1347.5531","739.0924","1006.985","665.9995","1115.4288","1241.1679","1076.6667","1248.4402","819.076","991.746","776.1182","820.9404","899.9237","818.4122"
"M519.0846T325.2","519.0846","325.24801","2156.3852","1845.4273","2024.285","2068.6618","2080.1019","2127.576","2165.0099","2045.842","1888.9414","1852.0055","1867.8264","1639.5754","1887.066","1725.1594","1820.2717","2108.0535","2235.7095","1902.5297"
"M519.1869T299.1","519.1869","299.11125","5866.8285","5084.6355","4557.489","5244.2452","4228.4463","3537.672","3825.4351","4297.068","6032.6532","6128.8922","6822.4243","6773.0627","5740.8964","4055.4745","4905.2192","4392.5285","4837.8223","4879.2295"
"M519.1839T371.8","519.1839","371.79384","4997.0092","3701.2965","3458.613","3549.3646","3190.7299","3863.266","4097.7905","3271.321","4534.1463","4608.8215","3811.0952","3477.5434","4644.321","3239.0267","3699.3448","2929.0923","4338.1487","3187.2437"
"M520.0964T325.3","520.0964","325.27141","617.7902","811.5529","871.0296","999.0872","431.2535","513.4668","817.742","626.017","737.9612","888.955","856.2701","892.7936","710.0021","554.8835","572.996","720.6503","644.5588","805.1579"
"M520.1898T299.2","520.1898","299.15698","1583.6665","1164.0333","961.8552","1265.8249","546.4894","1019.887","954.5342","1199.725","1966.7085","1426.0373","1954.3504","2010.526","1428.8333","1072.8576","1248.6528","1339.3623","1294.8285","1475.1667"
"M520.9117T1011.2","520.9117","1011.19395","11992.6629","16320.8691","19324.55","14756.2471","21312.7686","15042.36","25923.3687","22842.08","9755.0798","0","16606.0633","16943.3126","20473.4889","24846.7813","19484.2626","18282.9721","12926.9327","21730.193"
"M520.9118T957.3","520.9118","957.28857","5859.2615","9756.7869","6267.706","5934.744","7190.5837","7492.078","11598.2712","9327.81","6812.4045","0","7065.0848","7721.8392","7642.3289","8462.3436","2536.3911","7887.871","3910.5402","6914.5357"
"M521.0177T37.8","521.0177","37.77327","3686.1311","4253.7405","5241.102","3997.7849","4723.1492","3421.351","4130.7222","2928.238","6222.1106","6919.6276","7257.9605","8663.3376","7889.4025","6176.4242","6095.6184","5913.2974","5915.3148","6578.2541"
"M521.0901T220.3","521.0901","220.32687","10499.8985","11690.8281","11378.55","9784.5654","11462.6772","9858.519","10972.7377","10949.4","8874.7649","9864.4992","10106.0065","9460.1882","8835.6804","8527.3169","8180.7868","7487.8098","8578.9842","8349.4192"
"M521.0908T227.4","521.0908","227.44941","6149.279","5993.1776","7189.395","5953.3332","6495.7743","6657.261","5450.1297","5747.322","7363.9825","6066.8583","6437.9634","6197.6086","6124.8952","6258.6239","5390.7197","4820.762","6354.0076","5948.8108"
"M521.1707T229.5","521.1707","229.45767","1353.6258","2510.6471","1780.223","1768.4199","1060.943","1160.203","1587.096","1112.264","3055.3438","2589.961","3892.6953","2654.6651","2583.8524","2250.201","3001.05","1520.7447","1945.9222","3136.7262"
"M521.2039T276.7","521.2039","276.7347","12858.9046","8863.439","5978.577","7316.5424","7165.1143","5856.352","7234.8646","6334.865","22736.0746","13985.8052","16756.6295","12248.9618","12913.2168","11871.266","13431.4757","14242.2883","8741.5796","12429.1471"
"M522.2064T276.8","522.2064","276.75601","3569.2332","2205.5011","1906.374","2244.5774","1939.5504","1748.612","2318.353","2083.184","6624.8742","3687.838","4508.2704","3533.9481","4025.936","3413.3801","3920.532","4053.1397","2633.4459","3888.4885"
"M525.0814T235.1","525.0814","235.1345","3002.3699","3267.1488","2970.323","2128.9657","2820.17","2076.361","2835.5738","2245.122","2669.0904","2847.0895","2744.2935","2971.9276","2822.9407","1398.4893","970.5638","2148.7405","2019.009","2256.0009"
"M525.1049T325.4","525.1049","325.4296","1549.1784","1016.6465","1881.262","1552.2408","1454.6427","1387.611","1031.6065","1851.004","1549.0443","1519.6782","1125.7387","1409.46","1648.4944","1770.5057","1351.5735","1475.0705","1859.2475","609.4872"
"M527.287T484.6","527.287","484.63995","907.2591","669.6858","961.5125","748.4061","458.1603","774.2875","653.1866","420.1136","1678.9894","0","1348.8512","1545.9649","1769.7329","869.1511","1557.7658","1535.6404","810.0411","1604.4583"
"M530.0802T295.4","530.0802","295.39905","32231.441","31004.5046","24947.31","25523.7555","24673.7834","22687.11","30836.342","22396.86","24598.1934","24000.3142","23223.551","25306.0627","23439.4441","27257.3213","27232.5689","25175.0722","29341.2378","23361.5636"
