"","mz","rt","pos_Exp1-K1_2-C,1_01_7443.d","pos_Exp1-K2_2-C,3_01_7445.d","pos_Exp1-K3_2-C,5_01_7447.d","pos_Exp1-K4_2-C,7_01_7449.d","pos_Exp1-K5_2-D,1_01_7451.d","pos_Exp2-K1_2-E,1_01_7454.d","pos_Exp2-K2_2-E,3_01_7456.d","pos_Exp2-K2_2-E,3_01_7460.d","pos_Exp2-K3_2-E,5_01_7458.d","pos_Exp2-K3_2-E,5_01_7462.d","pos_Exp1-P1_2-C,2_01_7444.d","pos_Exp1-P2_2-C,4_01_7446.d","pos_Exp1-P3_2-C,6_01_7448.d","pos_Exp1-P4_2-C,8_01_7450.d","pos_Exp1-P5_2-D,2_01_7452.d","pos_Exp2-P1_2-E,2_01_7455.d","pos_Exp2-P2_2-E,4_01_7457.d","pos_Exp2-P3_2-E,6_01_7459.d","pos_Exp2-P4_2-E,7_01_7461.d","pos_Exp2-P5_2-E,8_01_7463.d"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M550.2712T375.9","550.2712","375.898504","1868.659","963.4744","1868.411","1710.062","1794.604","1653.236","1850.701","1585.834","1118.382","1587.269","2065.318","1720.709","1897.183","1910.044","1884.232","1901.613","1689.523","1845.853","1844.808","1696.197"
"M551.1239T198.1","551.1239","198.075491","715.97","229.8209","486.4513","847.6776","114.4522","234.8846","244.5288","222.1491","133.7564","81.41792","9323.306","9685.652","12096.1","10241.17","10723.1","2926.339","4788.751","4979.785","5263.766","4008.871"
"M551.1399T482","551.1399","481.998491","1501.326","571.2516","690.9587","387.693","360.7143","437.7548","627.3511","571.5173","227.5782","199.5184","643.6797","416.1143","622.9912","680.7735","786.2952","198.4623","857.4861","501.1673","414.6648","578.9907"
"M551.1514T234","551.1514","233.995819","9391.716","7334.49","6778.34","6286.843","3489.214","3276.208","4369.71","4212.389","3480.143","3243.24","1116.698","5252.103","2780.389","4507.291","4719.778","2722.48","2561.59","3055.743","2207.708","3045.891"
"M551.1672T296.1","551.1672","296.053433","7198.525","4569.314","3837.089","3221.322","1416.749","4741.421","3305.966","3097.144","1640.204","1629.812","1737.764","1112.196","1332.973","1546.903","1803.233","2208.206","2743.952","1416.524","1785.007","1612.958"
"M551.1929T60","551.1929","60.018215","3698.481","3970.907","4315.458","2647.53","2591.629","4353.99","4814.961","4790.211","3614.486","3794.086","5326.242","3619.636","3951.079","3742.405","3655.885","2961.92","2310.419","2376.04","2130.709","1645.503"
"M551.2738T375.8","551.2738","375.824002","378.9128","357.6728","292.4795","400.4047","348.2215","301.6196","396.0426","366.5462","342.9882","365.9592","334.5339","340.6056","374.3413","448.3584","462.1638","401.7655","311.7472","387.79","377.8555","339.9744"
"M551.3904T1010.7","551.3904","1010.68218","929.2437","1076.538","870.0863","719.565","483.9375","653.9935","937.8375","886.1095","649.1437","572.3812","2618.995","3362.688","2139.471","1378.149","2937.774","1081.35","1103.215","940.47","2087.606","2186.457"
"M551.4493T979.3","551.4493","979.301148","8457.761","5720.573","6541.896","7247.821","1790.995","3977.984","3928.934","4141.85","3633.576","3655.391","7053.564","3420.401","4988.361","7905.6","3421.86","4390.179","3082.345","3136.73","4254.315","5628.889"
"M551.6503T233.6","551.6503","233.593222","4952.172","3977.609","3514.044","3339.479","2260.474","1366.495","2298.075","2064.058","2287.461","1424.607","466.0392","4214.793","2285.658","1360.665","2755.985","1847.892","1428.931","1579.983","1639.233","1697.198"
"M551.6252T198.1","551.6252","198.050542","415.1228","74.718","272.5979","676.3896","87.75536","111.1013","121.0832","83.05706","43.04408","48.71655","4969.755","5218.88","5972.64","5817.599","6064.489","1498.198","2493.242","2636.37","2361.86","1945.555"
"M552.1391T198.1","552.1391","198.120697","381.0473","32.3592","107.3763","264.4919","28.3611","61.3824","74.7264","79.38093","24.0192","35.71446","1832.896","2369.701","3001.057","3360.641","2287.829","674.2056","1670.852","1289.34","1016.996","634.8408"
"M552.1789T374.9","552.1789","374.908407","1492.704","653.2671","1246.089","977.2901","313.2034","786.2309","525.9637","826.6811","540.4806","473.3379","2220.282","1190.387","1730.909","1730.82","1765.896","770.0596","645.989","506.8627","912.4781","1181.114"
"M552.4805T986.8","552.4805","986.82436","2781.89","2973.091","4023.347","5081.627","1124.967","3617.689","4159.992","4594.006","4072.916","4596.788","3019.582","2445.602","3517.671","5658.523","3802.414","4168.2","3287.809","3739.136","5274.04","6958.354"
"M552.6477T197.9","552.6477","197.908827","396.6028","167.4457","215.7874","320.9232","120.1104","97.10088","168.7611","139.7449","126.131","92.75192","1145.131","928.7219","1264.182","733.4177","819.3216","434.6808","975.1128","994.7001","945.8868","741.7157"
"M553.1426T198","553.1426","197.990311","943.6483","689.4737","657.3311","846.772","283.2901","529.5422","794.2123","891.9133","441.3032","511.4663","1218.599","1393.843","1804.006","1754.56","1066.656","607.9186","852.0144","621.4968","869.8312","724.1642"
"M553.1871T338.4","553.1871","338.421794","3493.16","3602.745","2273.84","3951.529","1774.836","2301.345","4353.155","3743.921","2090.473","2320.448","2143.564","1240.204","1547.634","1742.407","1380.673","1601.143","1638.836","1187.936","1297.926","1064.518"
"M553.3486T660.1","553.3486","660.055316","222.2292","454.3121","357.9126","161.7778","179.1231","168.7826","202.92","170.5092","121.4167","190.4642","7309.615","10229.48","12146.94","7205.878","7107.927","317.3414","2188.425","2586.229","2016.851","4238.732"
"M553.3295T809.3","553.3295","809.253886","380.0755","649.7329","571.3514","829.5591","264.2843","838.5688","456.2806","475.8452","183.1971","280.9689","8348.674","8800.027","9837.028","8757.087","7877.375","3711.182","6869.399","6479.846","6317.491","5479.605"
"M553.4832T986.7","553.4832","986.669991","743.2608","1033.324","1134.629","1535.318","500.5714","1442.153","1487.946","1417.795","1407.271","1263.168","559.1136","277.4029","1324.045","1807.924","1480.972","703.5343","1182.384","1195.826","1897.041","2165.064"
"M554.1486T328","554.1486","327.990305","6087.984","5208.667","4048.711","4135.769","1853.982","3893.482","4572.902","4935.049","3353.254","3329.455","8663.655","6132.126","6976.701","4898.916","4991.827","5242.586","5790.17","5464.999","5539.2","4467.202"
"M554.1496T169.2","554.1496","169.248269","1343.445","1482.63","1050.533","1026.751","806.9784","943.2568","2235.618","2040.631","1136.071","1069.926","1240.103","957.1845","1306.081","554.1927","851.6808","613.7111","643.5753","676.5113","695.7535","718.1728"
"M554.1635T196.4","554.1635","196.419778","839.4215","370.9983","560.6072","712.6371","169.5169","304.3584","421.3368","450.1542","239.1686","258.8981","1712.805","3020.033","3119.022","2971.527","2865.396","1721.88","1837.304","2654.718","2194.106","1492.426"
"M554.1527T287.3","554.1527","287.273457","1061.182","919.3555","667.075","672.6428","404.8084","612.8691","706.0632","299.501","486.0932","556.2779","2317.359","1714.274","1509.658","1275.782","1548.203","938.2182","920.0415","1626.245","1660.207","1254.444"
"M554.1875T338.5","554.1875","338.500672","874.6243","981.2857","509.8658","757.0185","261.0196","544.2321","1088.986","1139.99","665.3779","723.2724","857.7713","473.854","530.1963","561.6171","484.4331","613.5517","460.6144","288.2736","459.8313","376.4077"
"M554.5943T248.8","554.5943","248.774668","3322.656","2045.125","2497.469","3266.198","1017.238","2079.055","1839.963","2170.668","1885.768","1579.912","748.7134","415.3818","557.3124","862.1021","427.7233","790.632","588.9099","532.1927","556.3744","240.1465"
"M554.6492T22.9","554.6492","22.908496","1051.426","1224.371","1328.435","1288.116","1245.508","1261.863","1613.192","1643.245","1605.058","1540.078","198.138","111.1088","182.4651","178.7912","127.8673","511.0447","431.8337","258.9667","337.2999","191.634"
"M554.6644T196.4","554.6644","196.408149","245.196","158.1766","119.7751","257.6054","41.71324","108.4544","127.4352","134.8172","77.37882","99.11065","1816.407","1481.881","1385.406","1114.224","1219.028","899.052","956.9212","1419.403","1331.398","797.2243"
"M555.0962T248.6","555.0962","248.626479","1725.519","1161.705","1069.402","1625.633","574.3078","1247.804","681.4682","1094.268","1003.42","1056.594","352.159","333.64","304.1439","666.9521","373.8759","461.7024","368.7164","523.5439","348.4872","159.1272"
"M555.1495T327.9","555.1495","327.876588","9111.32","8576.893","8376.249","9194.574","2700.754","6975.598","8203.136","8327.112","5925.134","5290.09","9172.022","5730.624","8636.084","7648.044","7961.364","6329.142","7431.102","6615.145","7100.066","5941.484"
"M555.1963T194.8","555.1963","194.794569","603.9303","249.9862","271.6481","398.1439","83.0664","200.256","285.998","272.3155","166.76","162.1296","2331.842","2080.336","2404.922","2441.151","2140.497","1424.325","1796.296","1571.276","1674.161","1092.259"
"M555.5936T248.4","555.5936","248.369884","684.6913","626.3549","736.1021","413.2628","397.4275","439.843","411.996","400.8137","457.032","373.373","218.2951","123.5003","207.9129","284.7183","174.8064","298.8642","146.8043","140.1508","209.6457","114.7425"
"M555.6973T194.9","555.6973","194.892681","321.3093","177.1947","130.83","264.33","85.08075","98.79","127.8262","122.4862","54.7104","88.42846","1395.115","1175.081","1337.402","1461.754","1379.179","1055.802","769.8129","1123.15","913.123","765.0365"
"M556.1641T257.3","556.1641","257.308624","2198.758","2380.227","1493.043","1556.399","672.0214","1610.828","1913.342","1961.054","1269.829","1499.34","3634.473","2820.014","2464.968","1623.638","2162.538","2250.799","2267.479","2926.256","2164.619","2459.123"
"M556.1869T194.7","556.1869","194.740801","311.489","312.4538","263.2104","238.2761","91.755","200.8929","174.8693","230.642","117.0725","245.5697","1263.596","1308.785","1253.787","1657.325","1217.854","760.5266","979.6443","781.8021","1064.381","899.5653"
"M557.095T335.9","557.095","335.896298","7365.622","5676.131","5871.421","6238.427","2115.358","5223.801","4833.725","4584.586","4424.086","4688.618","9593.962","8450.347","7252.969","8058.919","6641.287","10056.69","7805.089","9232.565","6191.817","5029.186"
"M557.1567T481.9","557.1567","481.94317","1052.553","522.9171","609.3441","407.6592","368.4113","422.7346","479.6305","515.0398","208.4423","231.8983","546.6102","539.539","481.5376","593.9204","520.1946","446.4014","616.1592","380.6832","333.4508","438.0168"
"M557.1599T304.6","557.1599","304.571201","1754.302","1842.056","1955.816","2128.609","746.6578","1476.077","1461.933","1605.938","373.9936","401.5641","2440.215","1936.748","2093.006","1894.181","1884.576","1983.513","1623.694","2198.061","2280.888","1717.373"
"M557.4493T918.6","557.4493","918.635347","3532.467","3720.336","4806.504","4991.899","475.416","6567.634","2426.986","2054.011","3310.159","3344.34","6489.769","2238.424","4285.224","10162.2","2558.049","3771.832","3382.357","3306.557","3978.3","5017.795"
"M557.4545T826.3","557.4545","826.26224","2103.101","1531.307","3100.796","3313.613","114.8236","3336.847","815.0097","776.6208","1414.766","1109.986","4237.721","797.2277","1880.681","4759.787","475.5802","1805.801","1931.146","2160.333","2754.144","1179.512"
"M558.188T391.6","558.188","391.575928","30118.49","15601.94","17661.68","22594.24","6218.233","13795.84","10677.45","10358.9","4402.823","5011.907","11526.21","5093.919","7709.252","11602.1","9348.913","8988.339","9855.155","5049.125","6673.134","7257.383"
"M558.1888T428.4","558.1888","428.398827","22789.58","14807.61","14621.73","16061.39","5253.525","14130.42","9602.055","9371.33","6024.982","6137.573","15709.44","8438.981","11436.23","11478.84","12397.81","9690.993","11417.14","6840.991","8837.374","8837.123"
"M558.189T415.9","558.189","415.908876","32034.72","20156.47","20476.46","20706.51","6086.729","21757.89","12156.82","12222.77","7881.547","7661.908","24978.91","13593.89","20619.54","18662.66","24090.6","17130.24","24575.11","10343.44","16452.37","14825.62"
"M558.1882T242.9","558.1882","242.868342","15848.57","9623.886","10151.06","13267.48","2767.891","7351.91","8695.138","9111.678","6682.913","6824.976","43118.98","25832.87","35616.41","24844.98","29003.96","18119.54","16376.35","13924.61","17362.89","14550.42"
"M558.2786T228.6","558.2786","228.595725","4230.674","3839.02","2497.65","2195.913","1087.496","1211.531","2747.242","2644.708","96.75125","95.43105","2222.441","1559.824","1297.682","1445.919","723.8599","1968.512","1993.398","2088.948","1841.801","1356.887"
"M558.4527T918.6","558.4527","918.635347","1434.877","992.4009","1676.602","1860.001","282.808","2195.695","759.6531","616.5928","976.448","1146.097","2268.104","888.4044","1345.897","3562.165","1120.701","1512.876","1314.539","1263.298","1404.845","1885.866"
"M559.1443T359.7","559.1443","359.734083","563.784","269.2722","197.2842","467.3242","149.1665","250.2529","296.2368","288.8976","248.9446","199.2224","1339.098","1009.788","2052.717","2973.95","1915.553","314.6202","459.3672","321.329","353.2824","504.4032"
"M559.1908T391.6","559.1908","391.580947","9743.381","5190.447","5480.436","7620.794","1793.521","4860.488","3372.865","3513.376","1490.083","1626.603","3973.176","1900.565","2608.418","3853.479","3247.596","3043.766","3124.947","2130.432","1706.878","2255.168"
"M559.1911T243","559.1911","242.961098","5267.709","3227.327","3537.371","4074.412","925.2241","2185.885","2584.399","2743.618","2312.355","2175.884","14522.07","8176.392","12131.2","8008.017","9809.995","5961.634","5780.537","4083.192","5671.985","4870.424"
"M559.3952T1015.7","559.3952","1015.662055","14869.89","6944.804","3867.495","4881.025","710.8875","1658.248","6547.085","7603.596","1745.163","813.6825","2065.913","1471.145","1549.572","2499.594","898.3854","1117.642","881.6151","565.9788","1244.791","2013.535"
"M560.1462T197.4","560.1462","197.437471","1196.957","465.7056","619.3286","1254.449","176.5061","465.1639","476.9622","456.8216","289.2572","346.3702","6630.683","6374.549","7094.218","7336.08","6804.464","3258.605","4341.337","4362.567","4519.962","3201.559"
"M560.1863T391.5","560.1863","391.512643","3836.227","1757.548","1998.713","2624.322","501.5432","1101.021","1333.503","1393.328","468.2279","746.1851","1681.815","957.76","1263.677","1522.256","1047.738","1155.351","1206.378","836.1448","1025.416","1019.569"
"M560.3993T1015.8","560.3993","1015.84366","5423.669","2077.26","1407.458","1798.992","386.082","481.3658","2362.848","2603.974","790.632","741.1608","973.5487","600.6335","326.0738","768.544","465.7056","399.165","497.064","227.5152","419.0016","701.4674"
