"","mz","rt","neg_Exp1-K1_2-C,1_01_7421.d","neg_Exp1-K2_2-C,3_01_7423.d","neg_Exp1-K3_2-C,5_01_7425.d","neg_Exp1-K4_2-C,7_01_7427.d","neg_Exp1-K5_2-D,1_01_7429.d","neg_Exp2-K1_2-E,1_01_7432.d","neg_Exp2-K2_2-E,3_01_7434.d","neg_Exp2-K2_2-E,3_01_7438.d","neg_Exp2-K3_2-E,5_01_7436.d","neg_Exp2-K3_2-E,5_01_7440.d","neg_Exp1-P1_2-C,2_01_7422.d","neg_Exp1-P2_2-C,4_01_7424.d","neg_Exp1-P3_2-C,6_01_7426.d","neg_Exp1-P4_2-C,8_01_7428.d","neg_Exp1-P5_2-D,2_01_7430.d","neg_Exp2-P1_2-E,2_01_7433.d","neg_Exp2-P2_2-E,4_01_7435.d","neg_Exp2-P3_2-E,6_01_7437.d","neg_Exp2-P4_2-E,7_01_7439.d","neg_Exp2-P5_2-E,8_01_7441.d"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M522.204T275.9","522.20401","275.86914","34099.9","21029.97","20003.67","22110.82","8598.128","14877.25","17656.93","17149.62","759.6674","699.9745","116855.2","75893.4","87946.1","82215.99","74452.14","49540.11","50618.5727","66712.01","55329.14","48468.18"
"M522.2063T180.6","522.20629","180.64971","358.7922","237.4431","117.7476","216.7425","60.37481","146.3845","152.3695","273.8199","135.7141","170.0977","2234.305","2043.846","2239.882","1642.159","1959.024","868.9842","1243.4672","1492.574","1335.334","1414.001"
"M523.0355T402","523.03546","401.98905","1030.069","891.5601","685.5913","420.4174","317.5536","530.0171","732.4249","608.0161","344.7992","396.9364","1067.154","506.784","732.1697","651.774","431.2079","677.1151","332.1277","493.2076","333.1718","499.8865"
"M523.0357T238.6","523.03568","238.59798","410.8246","481.2694","685.5981","804.9326","455.4927","827.5376","752.2632","528.7724","968.7345","553.4424","132.3916","210.7594","223.1784","147.6709","228.7908","465.9274","317.0091","572.9775","305.2832","274.804"
"M523.1035T180.3","523.10348","180.28909","3153.339","2504.774","2539.682","2816.002","1004.967","2533.75","2341.002","2548.037","2099.716","2307.153","2184.893","2894.516","2579.457","2568.981","2793.589","3322.408","3440.0077","3326.057","3574.161","3694.509"
"M523.2072T275.9","523.20723","275.85524","7213.019","4420.434","3955.754","4132.624","900.7117","2712.141","3797.068","3834.558","463.8562","292.7863","24322.97","16046.82","18303.37","17378.05","16193.29","10632.98","10723.1227","13763.55","11187.73","9686.391"
"M524.1273T362.5","524.12728","362.53412","4565.724","2190.188","2349.677","2559.357","747.1296","1553.401","4126.679","3531.002","603.8391","1025.302","3065.439","1684.129","1371.536","2749.22","2262.833","1241.434","1114.9239","1445.001","2228.733","3297.829"
"M524.2071T275.9","524.20714","275.8864","1345.834","868.3268","920.407","861.9363","483.7489","664.8993","766.406","643.8408","203.7746","105.0273","3898.782","2637.944","2508.404","2982.193","2268.205","1609.011","1683.3138","2208.682","1735.771","1455.104"
"M525.0491T243.5","525.04908","243.54796","8393.49","5884.64","6088.165","7168.548","3233.313","5731.187","5191.119","5742.633","4863.761","4807.867","7850.766","3389.785","8039.645","10825.96","9835.582","7359.301","6199.0597","6842.899","6751.37","6303.817"
"M525.0867T188.5","525.08671","188.45582","6110.929","5377.2","4772.492","3864.955","1401.033","3421.789","4242.591","4346.769","3534.511","3089.965","6968.39","4289.576","4837.463","4145.42","4827.907","3796.67","3891.6115","3027.791","4013.806","3172.513"
"M525.1001T324.3","525.10006","324.34888","1166.681","1584.125","1212.5","1261.108","1572.414","1496.12","1330.316","1503.864","592.0734","314.1256","1131.19","1382.581","1461.178","885.9278","1280.973","1192.191","1239.885","1223.311","1371.982","1374.839"
"M525.2341T414.4","525.23411","414.35498","549.8913","443.5839","369.4843","508.0883","114.7315","246.434","424.1401","589.5742","255.8112","208.7846","1617.798","896.2936","1644.681","1318.002","1241.326","1024.245","873.5829","749.041","1281.925","989.7138"
"M526.0583T147.4","526.05832","147.35399","3371.79","3613.019","3390.197","3403.788","2551.36","3077.911","3215.773","3220.406","3380.115","3490.417","2618.736","2194.481","2078.42","2042.286","1061.1","2845.236","2459.1856","3047.74","2649.451","2629.694"
"M526.1389T421.8","526.13893","421.77366","1168.584","765.7488","582.8269","889.9114","187.427","715.3039","739.5921","828.2047","601.1653","643.3697","19565.13","14860.26","14804.07","12634.32","10086.69","10326.77","6291.6728","9859.791","8440.27","7418.46"
"M526.1905T329.5","526.19052","329.50492","3826.353","4178.547","3364.084","3102.639","1485.139","2250.99","3446.074","3385.486","2605.794","2341.582","21867.73","21320.04","34473.39","18609.85","26241.92","12195.36","15126.6258","13698.81","18655.55","19339.9"
"M527.195T329.5","527.19498","329.5074","1329.38","1389.635","1209.093","960.1686","574.0764","905.4913","870.582","1110.507","1023.626","1095.688","5881.939","5706.786","9747.117","5104.977","7267.755","3376.354","4597.5972","3922.241","5231.233","5429.232"
"M527.3934T1010.6","527.39341","1010.57341","1061.97","1002.811","740.7955","463.7473","357.0621","790.1374","1007.175","1108.526","703.789","262.071","2753.221","3937.111","2507.73","1544.667","3682.667","1910.068","1776.5545","842.7819","2497.2","2835.493"
"M528.1943T329.5","528.19433","329.5074","541.8562","568.5834","380.2014","439.6057","152.4004","452.2396","441.861","451.239","344.0585","383.9391","1476.79","1273.927","1758.107","1234.131","1845.646","767.4164","863.098","594.2079","854.2479","933.3465"
"M528.3315T601.1","528.33146","601.12152","1880.607","1665.249","1006.053","2213.731","635.2098","681.9783","1222.318","1299.437","1019.965","1024.161","632.3572","368.4622","330.2145","397.1985","325.8295","709.195","234.3275","407.2937","348.9183","379.8679"
"M530.0792T293.7","530.07919","293.72618","29579.14","22645.16","23483.62","28022.11","5563.374","18681.54","18988.38","18897.59","17537.76","16435.43","53144.97","45467.59","39105.53","38008","36136.93","47012.24","38252.9775","41596.53","37006.26","23202.17"
"M530.1487T307.4","530.14874","307.36551","6623.246","6973.014","6260.401","5895.822","3707.782","5411.371","5755.468","6184.218","5999.639","5934.986","5379.966","5214.552","5197.122","5543.601","5953.857","4928.468","5440.2368","4235.587","6018.792","4836.687"
"M531.0088T162.1","531.00879","162.13789","2359.462","1672.42","2186.779","2221.495","1076.563","1228.409","1583.047","793.9445","750.941","1211.633","4516.827","3774.799","2479.8","3897.531","3763.968","3760.879","2812.6944","3203.788","3266.932","3702.859"
"M531.0813T293.7","531.08132","293.72618","6820.409","4656.71","5340.754","6055.807","1045.702","4259.998","3683.217","3778.328","3636.819","3472.456","11485.99","10300.76","8641.69","8429.436","7625.391","9641.574","8517.453","8815.056","7532.431","5038.604"
"M531.1504T332.1","531.15044","332.09315","15897.23","10492.28","9906.828","10548.49","4477.863","7776.313","9393.122","9703.182","6213.722","6387.714","3252.583","3371.975","4220.929","5406.804","6952.384","3633.965","4591.5848","3591.778","4734.304","4562.156"
"M531.1346T199.7","531.13459","199.66838","1073.881","1717.646","803.9479","1274.884","1508.867","2041.714","1918.519","1822.509","1568.372","1751.178","4705.766","3609.861","5750.324","4424.442","4855.494","1311.708","2110.4914","1900.777","2022.344","2045.966"
"M531.1506T325","531.1506","325.03794","7811.968","4903.437","5703.555","6727.467","2181.054","3591.718","4088.054","4148.627","3055.248","282.702","15850.75","7734.039","10911.48","10067.11","10961.58","5195.285","7456.212","5568.965","6880.811","5838.595"
"M531.2817T578","531.28174","578.02053","455.0304","685.3425","521.6974","936.3276","243.7885","678.7743","714.357","501.8812","862.3663","942.4511","24670.19","3671.168","7143.961","6184.567","6057.435","5928.613","6891.1486","5789.103","4365.396","6337.934"
"M532.0755T293.8","532.07547","293.75202","5484.431","4255.74","4519.242","5214.434","1174.997","3049.962","2272.015","3616.932","2676.014","3048.471","10122.14","7618.289","6766.311","7076.707","6941.588","9016.74","6813.977","7288.096","6682.338","4271.597"
"M532.1669T190.3","532.16691","190.28461","5822.707","4342.787","3553.442","2506.436","1871.988","4432.913","3813.49","5952.642","2447.07","2156.649","2291.106","1541.817","1371.894","1073.856","1190.432","1505.164","1394.3453","1850.056","1072.173","1463.692"
"M532.284T578.1","532.28399","578.11218","307.5529","227.4743","348.4926","295.4899","117.7507","232.1657","289.4904","210.4475","307.1403","238.6939","6625.978","1021.434","1972.505","1822.989","1523.845","1692.926","1865.0886","1622.736","1129.395","1575.315"
"M533.1649T292.1","533.16492","292.10193","15850.62","10732.9","12169.09","10942.94","5418.112","8286.963","10218.71","10251.42","8069.95","8275.137","28312.09","19539.9","26269.19","23870.84","25025.08","19018.98","19713.4961","17185.5","24962.84","19474.23"
"M533.2167T381","533.21673","381.04736","2370.07","944.649","833.4665","909.985","390.3754","506.524","961.4445","964.2208","685.8295","773.2705","3798.329","3377.628","6592.526","1350.806","5539.403","1588.43","1542.5397","1838.198","1917.707","2796.064"
"M533.2876T704.6","533.28765","704.58931","43019.05","48437.58","56800.39","51162.09","609.2879","54979.67","19087.22","19262.84","29108.72","30608.43","33221.1","11256.76","23387.69","40334.71","19469.15","14756.21","9798.3333","9927.948","7280.726","9068.989"
"M533.4534T918.6","533.45344","918.594","10689.34","10612.7","12262.31","12663","908.7394","16341.22","5699.908","5107.886","8561.667","7696.179","20542.53","7130.742","10320.3","31238.59","6609.131","9226.881","8890.1095","9720.737","10109.55","13625.23"
"M534.1093T281.8","534.10935","281.76151","1093.962","663.495","684.3503","814.5596","585.9187","1290.925","1129.893","1399.187","895.5661","778.1556","100.3735","277.3333","52.38697","223.6946","209.209","226.0904","0","78.078","110.7552","223.1784"
"M534.1396T307.2","534.13962","307.1682","5579.18","4358.525","3227.08","3751.979","2279.194","2956.212","3605.243","3894.389","3084.69","2663.465","6318.436","3672.734","4360.383","4049.421","4192.591","3394.708","3880.3889","3424.865","4417.325","2378.216"
"M534.2218T381.1","534.22182","381.1137","1167.333","330.5084","344.7947","422.9668","273.1482","314.1435","356.1887","311.449","242.7776","267.7122","673.8418","805.9959","1521.86","516.4809","1054.952","456.2006","601.4356","839.3692","481.2719","384.5639"
"M534.4578T918.8","534.45783","918.77888","3813.978","3797.629","4623.747","4830.524","271.6173","5828.27","1687.377","1484.063","3113.647","3167.916","7608.592","2419.872","3388.09","11124.89","2407.688","2990.858","3331.9517","3490.79","3520.364","4817.043"
"M535.0299T324","535.02993","323.98316","3097.014","1956.644","2756.578","2213.891","1107.663","1052.333","1675.225","1725.862","1086.543","724.3349","928.4751","797.5693","859.4295","812.6786","775.9381","1224.631","1053.3193","1150.242","778.0088","798.399"
"M535.0679T197.5","535.06794","197.51778","1496.081","714.4576","652.529","1593.42","392.0682","599.9117","691.6159","654.2161","461.8192","483.94","1954.448","4857.962","4611.326","5422.14","5831.666","3448.573","4374.7593","3815.446","3807.224","4230.96"
"M535.1628T257.4","535.16275","257.42869","20954.33","20212.65","17505.96","20375.81","10441.21","9185.958","10434.73","11723.21","8847.068","9003.419","16810.51","11934.4","13427.57","11791.66","12123.73","7729.272","5689.5023","7627.208","4808.332","5525.097"
"M535.1812T285.2","535.18124","285.19965","9046.145","6675.285","7234.374","6194.048","2997.1","4465.854","6055.754","6032.087","3330.027","3479.159","61025.67","37157.19","55989.19","32416.63","38384.9","18643.94","16322.7878","22753.61","30099.73","27956.65"
"M535.216T350.6","535.21604","350.6186","3450.348","5085.57","1442.543","3905.868","412.9397","2924.502","2106.765","2294.088","911.9134","604.0409","1314.793","1469.121","3402.429","1146.265","920.7208","4741.422","4121.2195","3998.748","1232.117","846.3254"
"M535.2689T532.4","535.26886","532.39001","18546.2","17308.85","5676.778","9197.819","1691.195","6530.814","7023.097","7546.246","11343.85","11494.99","14792.68","7112.222","9434.831","11915.18","6049.172","4765.585","5721.716","4933.112","3647.659","2657.136"
"M535.269T608.7","535.269","608.72377","27108.75","33176.76","38113.38","34540.53","2673.1","32809.84","23488.78","24363.73","28477.61","28982.14","19923.64","10974.76","15194.06","21761.83","12363.02","14287.68","13729.3828","14042.19","8067.744","6888.489"
"M535.3094T569.1","535.30945","569.10816","3920.688","3955.107","1680.336","3677.371","1953.891","939.9238","4298.092","4329.181","1822.299","1394.493","1585.799","671.6978","780.624","1080.239","741.7928","1380.305","860.8667","1273.915","894.4355","1281.115"
"M535.4596T918.4","535.45957","918.35163","651.7994","445.794","648.1851","711.6328","79.3016","934.2669","263.2523","310.821","308.3333","487.7653","1237.619","247.0309","595.17","2070.258","384.6408","500.8337","535.8197","365.2147","401.8392","636.7462"
"M536.1126T58.7","536.11259","58.70583","17225.85","14390.93","15196.07","16189.37","7469.876","10064.02","12034.96","11808.46","9752.855","9069.421","17219.83","6854.647","9221.812","12495.42","7183.79","13798.77","11911.9056","13624.52","9196.125","7277.878"
"M536.1374T226.5","536.13737","226.46434","3311.086","4081.62","2413.149","2621.786","1444.092","2792.562","2777.411","2930.635","2275.56","2449.596","5647.489","5536.963","4833.116","3157.675","4011.432","3566.055","3577.5162","4978.903","4255.259","3537.137"
"M536.1446T181.2","536.14458","181.16805","22048.08","12913.35","13282.77","15480.42","4954.81","11702.97","18339.67","18126.31","10284.47","10377.74","9668.51","5634.091","7419.596","8536.786","5965.293","15438.94","13490.5999","12595.21","11188.22","8245.14"
"M536.1351T306.9","536.13508","306.92213","2551.559","2483.947","1645.08","1633.688","1041.211","1902.951","2060.875","1608.962","1734.273","1662.862","3051.864","2388.485","2507.852","1919.838","2222.535","1915.238","2128.9912","1974.066","2265.841","1556.088"
"M536.1641T257.5","536.16411","257.45427","5036.987","4559.036","4132.658","4768.027","2049.717","1872.885","2493.38","2746.146","1840.646","2126.268","4081.067","2597.874","3263.297","3017.862","2711.042","1899.326","1620.4071","1907.78","1405.577","1575.754"
"M536.1839T285.2","536.18393","285.22564","2049.05","1546.396","1641.87","1796.865","846.8276","1174.832","1403.591","1902.837","674.4289","1337.514","16803.13","9778.91","15626.21","8981.591","12019.09","5093.574","3951.0359","6590.242","7527.789","8650.471"
"M536.2707T608.8","536.27069","608.83391","7083.241","9756.467","10315.66","9540.116","840.796","9484.125","6704.457","6796.322","7778.196","7494.036","5640.152","3015.797","3968.567","6524.283","3082.229","4162.307","3666.6162","3642.475","2400.476","2192.682"
"M537.1486T181.1","537.14863","181.13902","4989.707","2878.502","3451.539","3412.554","1199.959","2964.259","4201.011","4316.204","2660.038","2534.009","2495.05","1272.999","1617.016","1925.347","1430.834","3836.009","2774.5536","3192.137","2853.868","2085.099"
"M537.1597T347.4","537.15973","347.40471","10148.45","7333","9349.34","7196.518","3619.225","6026.496","7677.517","7979.843","5567.211","5642.922","34799.72","22656.38","40801.61","31183.05","35144.11","16271.86","27862.9245","15365.01","23113.75","23826.54"
