"","mz","rt","neg-Exp1_K-1-24_1-E,1_01_55195","neg-Exp1_K-25-48_1-E,3_01_55198","neg-Exp1_K-49-72_1-E,5_01_55201","neg-Exp1_K-73-96_1-E,7_01_55204","neg-Exp1_K-97-120_1-F,1_01_55207","neg_Exp2_K01_1-C,1_01_342","neg_Exp2_K02_1-C,5_01_347","neg_Exp2_K03_1-D,1_01_352","neg_Exp2_K04_1-D,5_01_358","neg-Exp1_P-1-24_1-E,2_01_55196","neg-Exp1_P-25-48_1-E,4_01_55199","neg-Exp1_P-49-72_1-E,6_01_55202","neg-Exp1_P-73-96_1-E,8_01_55205","neg-Exp1_P-97-120_1-F,2_01_55208","neg_Exp2_P1_1-C,2_01_343","neg_Exp2_P2_1-C,6_01_348","neg_Exp2_P3_1-D,2_01_353","neg_Exp2_P4_1-D,6_01_359","neg_Exp2_P5_1-E,1_01_364"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M831.256T43.4","831.256","43.41989","9552.051","11267.98","8451.309","6781.361","10435.52","5282.511","2015.456","1702.698","4515.057","4614.667","3965.653","4725.999","4152.529","4168.3313","1165.9026","851.4786","1591.077","969.99015","997.1052"
"M831.4121T217.1","831.4121","217.07647","695.3064","676.3306","751.3102","103.8007","632.1543","130.4376","79.3968","55.02279","88.05909","12514.46","8993.977","8842.88","7696.971","7924.2","1047.99049","1158.565","253.2349","2860.88554","1204.63"
"M831.4233T179","831.4233","178.98089","511.4382","600.2861","889.4577","518.1983","581.8263","128.0296","83.04281","152.1072","116.4044","16967","23568.33","18274.47","14195.96","18140.71","1130.79695","1650.08174","258.8736","3312.73333","1302.874"
"M831.8253T196.9","831.8253","196.8857","3077.832","2705.789","2944.369","3173.395","2919.758","334.2432","280.5172","336.4813","303.8659","6511.038","6018.828","5731.398","7126.14","8042.3214","1099.05384","762.508","1495.759","1108.8875","1375.894"
"M835.4228T222.8","835.4228","222.83067","16687.77","21137.92","17944.7","17333.28","18571.24","2244.596","1627.634","1976.914","2059.306","12128.46","11647.72","10354.9","10029.89","10972.0345","1927.5408","1766.42784","711.7103","2432.9448","1764.617"
"M835.4559T230.4","835.4559","230.39069","4144.082","3903.616","2922.259","3188.944","3014.238","460.0575","437.2021","405.2784","515.3977","59655.12","57901.99","54137.28","53943.5","53229.9294","5682.677","7847.2728","791.4294","15100.38813","7131.48"
"M836.3703T219","836.3703","219.01419","7669.647","7161.73","7032.403","7456.966","8748.657","927.4849","762.6793","899.9283","973.8425","42750.81","42316.98","45248.37","49468.9","47746.3503","7642.75844","7519.67502","2125.366","10468.7016","8673.816"
"M836.4261T222.9","836.4261","222.93009","7650.053","9612.807","6865.753","7143.76","8325.836","788.8626","783.2928","904.7232","956.0691","13305.43","12006.87","12148.85","12405.22","13299.031","3532.4004","2654.1824","1596.404","5042.57216","5027.544"
"M836.4505T230.2","836.4505","230.22851","2108.561","2452.463","1930.232","1747.897","2036.7","329.3688","356.5197","319.8781","324.7016","26659.04","27838.35","25634.95","26405.05","23983.2112","2574.3412","3150.5895","384.0414","6883.53536","3053.742"
"M836.476T519.9","836.476","519.88884","1445.074","758.1214","595.4429","1364.093","548.2583","49.36193","72.37526","32.35326","67.03883","223492.7","174549.4","215877","170982.7","159770.7344","11256.3732","9782.97454","1744.01","25582.94417","8857.064"
"M838.4928T498.4","838.4928","498.37137","1242.512","1083.492","557.0169","803.408","456.2438","44.69017","81.7222","72.71317","84.04704","431177.3","315541.1","442533.2","377860.6","330194.5981","35977.6229","25546.80801","4043.101","54420.22687","23880.43"
"M839.4048T261.2","839.4048","261.21533","1898.225","1705.154","1679.677","1918.103","1566.018","249.4638","285.2083","351.9237","333.1281","43908.51","40543.92","48612.25","57954.16","44410.882","18417.08263","18793.27654","5788.212","19104.25864","22747.47"
"M839.4734T321.2","839.4734","321.16241","107.4817","315.0015","191.416","104.7863","146.258","61.6975","52.69827","51.3744","53.36","110788.3","115492.5","119556.4","93324.86","109271.5663","5920.0656","8189.43831","1370.849","12992.052","6070.888"
"M839.4598T356.6","839.4598","356.63049","0","97.759","121.994","36.7221","103.796","14.0112","20.019","7.6728","49.3802","26276.9","20176.24","22106.67","22736.34","15323.6953","967.15","2718.20081","386.193","4407.5232","2921.881"
"M839.5005T496.6","839.5005","496.62916","1589.334","708.2024","354.8137","1146.742","495.6351","82.04408","94.38801","82.38105","59.69687","205227.3","153833.7","210312.1","183474.7","155115.2756","17253.89346","11986.83795","1926.735","24803.23141","11156.69"
"M840.4154T261.2","840.4154","261.20447","2055.261","1459.281","1839.435","1897.728","1888.735","159.065","133.0856","212.4533","130.7201","27701.83","26149.31","26430.39","27798.51","22458.4247","9506.40071","9190.6584","2553.408","8071.488","10023.68"
"M840.4724T320.8","840.4724","320.83008","0","331.5424","158.0217","158.727","0","43.0215","70.702","79.40473","118.059","52381.16","57398.51","59061.07","49893.93","53677.4224","3710.54925","4637.14532","840.2628","6242.5259","4263.393"
"M840.4974T498.4","840.4974","498.40699","1657.979","536.4159","607.2433","623.0815","347.0662","66.37396","49.70069","74.71496","68.36968","63968.68","46775.95","62558.32","55404.82","49099.4127","4997.45256","3580.19855","700.7595","7337.90429","3211.259"
"M841.3731T202.4","841.3731","202.38057","19934.35","23142.8","21573.39","20881.06","21213.31","2753.389","2107.114","2946.874","2227.484","16345.1","16292.06","16752.36","15308.23","13966.965","1565.75273","1939.80706","479.6907","3149.18471","2165.492"
"M841.4643T322.3","841.4643","322.28346","0","32.68154","155.3428","0","155.3428","29.01201","47.7048","0","90.03462","20575.35","17740.02","18708.56","10461.08","18040.5945","1245.52237","1490.03624","224.0862","2169.7974","1517.336"
"M841.8735T202.5","841.8735","202.47777","15464.34","17498.05","15302.68","15274.9","17184.29","2078.621","1976.829","2302.582","2205.319","1981.683","2211.275","2352.216","2426.063","2953.805","197.47031","116.74765","118.4086","269.15824","214.4594"
"M842.3771T247.9","842.3771","247.91655","2737.38","1752.018","2094.414","2966.397","1735.303","214.4405","140.4346","208.4511","283.5157","44175.67","45059.67","42778.11","34640.06","60456.6606","4359.4848","4857.79163","1292.831","6136.12013","3534.826"
"M842.4118T422.7","842.4118","422.6627","4297.362","1845.385","895.733","2904.856","749.4121","87.05432","90.07595","131.4153","137.0916","163727.1","181578.3","164914.5","194041.8","133383.8033","18554.91161","21596.00864","3092.127","43403.21563","20853.98"
"M844.4007T261.5","844.4007","261.48089","4129.577","2920.584","2610.807","3354.229","3115.772","178.1006","257.5191","218.4738","217.4562","45728.86","41766.53","57663.84","65014.76","66115.5439","23218.78291","31379.0832","5367.032","40922.82778","25678.65"
"M844.8697T205.6","844.8697","205.60943","771.066","627.064","635.8435","490.5439","737.693","187.0957","70.056","99.72487","24.01402","16413.59","17981.65","20240.53","16600.28","25385.4321","3669.52022","3694.46133","901.8381","4255.81728","3534.826"
"M845.2784T35.5","845.2784","35.52788","16585.04","28665.08","18268.17","18395.48","19949.91","7242.672","4799.072","4374.072","4574.823","18306.38","8935.909","9212.024","13298.24","17545.8457","8557.86571","6095.34506","15444.81","2050.12154","11854.6"
"M845.3727T194.1","845.3727","194.09618","16618.87","17136.99","15687.73","15955.86","18572.9","2014.491","1462.169","1973.578","1862.106","10402.16","9473.168","9424.692","9119.702","9060.7349","1021.28636","1227.25371","351.5676","2069.25557","1154.367"
"M845.8674T205.7","845.8674","205.67276","454.199","647.2897","609.1927","623.8594","595.7839","56.70273","54.3768","83.71306","61.02884","7317.653","7453.259","7640.07","7274.67","11143.5711","1381.17606","1634.88703","340.272","1787.17778","1433.479"
"M848.3998T237.6","848.3998","237.63011","1117.182","1249.785","726.4858","913.3684","1900.048","173.46","131.0776","107.0708","213.1557","36903.37","41913.9","38638.87","38973","48504.8837","4526.63419","6081.98717","1267.164","8331.65205","4302.773"
"M849.4202T282.4","849.4202","282.35161","2031.024","1527.582","1627.583","1777.966","1018.338","108.0526","123.0695","95.73571","240.4504","57025.46","53455.12","54134.98","49723.86","50270.0624","8696.79587","10290.0175","2039.478","16747.29082","8788.603"
"M850.2243T37.7","850.2243","37.69369","685.8893","865.2085","511.7803","875.0877","699.8659","186.3925","324.476","344.8605","327.8911","20914.07","10450.84","13667.89","12399.89","15255.7211","2467.28192","2168.1348","652.0756","1766.412","1265.261"
"M850.4176T282.2","850.4176","282.15794","1186.98","649.1618","886.7815","926.4553","600.9061","46.01769","69.35314","152.4748","169.7151","22574.82","19775.94","20819.58","18196.84","15261.9347","3796.368","4389.85155","598.9147","6840.85583","3753.105"
"M853.36T291.6","853.36","291.60175","1576.692","1609.371","1120.629","1873.668","1363.893","95.01615","124.0546","135.7508","73.03212","29979.52","32115.02","34917.43","34584.43","36741.7519","6017.22861","7624.3137","1326.822","9038.4198","6307.017"
"M853.3951T216.3","853.3951","216.27223","12842.36","11482.26","11996.14","11169.53","11728.95","1116.057","926.5234","1246.623","1103.265","13585.49","14099.97","14001.26","13871.93","12342.434","2717.91967","3190.40575","1282.249","3281.59588","2983.381"
"M853.8997T230.6","853.8997","230.56583","924.2956","967.7641","573.5148","524.5224","837.0864","93.7135","144.7711","105.0593","77.69233","6115.072","6283.315","7970.198","8072.677","10597.1891","641.5128","1096.99113","207.4505","1468.5072","1078.975"
"M854.3636T291.8","854.3636","291.76194","1919.864","1099.142","815.7009","1389.039","1234.768","76.3486","95.0475","90.4056","92.4072","13884.4","19206.34","16762.8","17983.43","15903.8122","3094.6769","3573.84726","596.3793","4780.3161","3726.388"
"M855.3793T187.7","855.3793","187.74976","42097.03","41263.56","42911.22","41367.22","46951.52","2434.566","1896.873","4765.349","2361","23247.35","22077.92","23439.67","22286.04","21769.1679","1806.1875","1662.60245","1518.197","2644.07171","2218.125"
"M855.4718T318.7","855.4718","318.7029","4050.166","3269.048","2291.12","2579.881","3294.175","456.8423","809.4392","754.386","909.121","5593.888","4454.599","304.1582","0","340.002","229.755","185.84091","220.2065","210.74769","0"
"M856.4723T171.2","856.4723","171.22462","0","0","68.37409","90.98509","160.1182","48.01484","0","10.67345","26.67927","8726.359","10218.24","9297.485","7316.566","8457.7159","437.94518","613.824","68.35445","1789.0968","787.727"
"M856.4645T313.9","856.4645","313.85987","1306.835","506.848","746.118","954.047","1451.569","220.068","61.37627","59.70843","56.37277","25835.65","21593.29","18809.48","19108.24","16947.2149","642.18","783.56833","201.434","2425.37599","848.424"
"M857.2473T299.3","857.2473","299.33483","21261.33","24718.65","31973.13","23108.55","31673.55","5374.364","6850.023","6778.075","4116.144","6938.473","10857.15","10434.02","11347.73","11143.1203","5375.67375","5258.89986","7940.576","3960.54785","7609.897"
"M857.3561T261.4","857.3561","261.41505","4636.597","3065.444","3063.351","3942.493","3262.782","531.599","341.5808","438.2847","348.1218","16689.55","18961.68","18991.42","20495.37","23201.7279","3216.26193","3765.06103","1315.949","3859.1735","3785.593"
"M857.4041T293.1","857.4041","293.14881","3145.635","1690.967","1283.164","2078.401","1535.887","153.384","257.5392","247.2169","167.1205","30044.8","30585.11","32179.13","32099.87","35513.1103","4700.41189","5563.00247","1156.806","8176.50681","4415.859"
"M857.8981T218.6","857.8981","218.63946","2661.483","3448.696","3136.308","2872.328","3330.593","409.222","409.8188","390.5118","459.6221","6963.503","9135.613","11705.81","11878.37","21778.625","1353.29929","2873.34372","329.1974","3283.2912","2837.915"
"M858.3916T266.4","858.3916","266.40407","36432.76","38698.65","35262.33","38637.17","41473.79","3707.297","3957.326","3920.688","3071.662","43554.25","38589.97","9531.806","45426.59","10589.888","1687.72408","2015.9448","1497.953","4787.04436","3883.47"
"M859.3943T268.7","859.3943","268.74516","17814.86","16849.73","15506.04","20462.12","18932.65","1102.274","1965.453","2109.767","1412.884","26566.82","25324.14","26550.32","28865.28","28288.454","2373.80418","2599.6325","1135.245","3296.04228","2728.527"
"M860.3383T174.9","860.3383","174.93736","3154.563","2448.787","2484.406","2624.114","2315.981","262.8295","310.8886","365.2294","351.2507","29179.59","24221.81","30636.15","29100.07","25807.4828","2760.55943","3922.0389","790.9656","5511.50063","2973.509"
"M861.2721T39.6","861.2721","39.58769","23453.05","23300.06","24360.82","14813.95","21043.25","5342.349","1615.585","2597.099","2017.841","4020.897","3251.031","3351.11","3116.584","3426.2545","837.36828","609.00346","1273.773","423.99713","764.1758"
"M862.4353T219.3","862.4353","219.26084","11994.71","12078.65","10393.57","10981.63","11302.32","1471.498","1038.771","1355.177","1426.593","8937.078","7653.02","8407.91","7263.531","7593.9353","1233.51412","1149.12281","316.8844","1878.53509","1401.648"
"M863.541T499.7","863.541","499.69787","613.34","167.826","92.66125","487.0128","136.7408","19.00731","0","15.6745","8.34125","15691.9","13572.34","11027.57","11762.86","11386.6863","652.8552","374.24742","113.424","1752.56668","806.3918"
"M864.2921T40.5","864.2921","40.52695","19959.43","21293.68","16498.34","13364.51","15710.98","1544.799","897.4461","408.0328","726.8098","3512.655","2717.54","3225.756","3104.025","3329.569","680.33815","503.58363","426.2975","441.34198","429.273"
"M864.4131T191.7","864.4131","191.67538","12585.91","12048.71","13810.64","11899.45","13408.48","1252.551","1171.164","1639.864","1441.968","11236.27","11652.07","11546.27","11872.51","11143.9473","898.3848","979.4496","637.7954","1636.9752","1142.161"
"M865.3628T168.5","865.3628","168.48598","3423.412","2489.756","2242.573","2298.336","2016.271","109.7051","199.433","205.4514","191.4577","22944.52","21693.14","24891.13","31575.03","25512.248","4846.615","5018.16809","1559.164","6766.84156","4393.512"
"M866.4608T260.6","866.4608","260.56047","0","181.2361","136.1267","128.7139","302.8731","81.3618","33.6936","24.35061","76.7073","101942.1","105985.9","104139.2","99024.88","136843.0862","12922.83537","19195.17725","3466.038","21372.08061","14687.47"
"M867.3802T156.2","867.3802","156.23747","14593.1","14195.89","13139.39","12634.95","14374.96","1275.013","1026.333","1139.578","1139.797","5588.664","5532.569","5772.324","5812.239","6037.1369","800.7335","861.764","231.8346","1277.16295","1021.407"
"M867.4622T261","867.4622","260.95596","0","236.8106","83.90168","29.98895","189.3458","46.02175","34.02164","90.39082","54.35902","67624.44","65034.7","64689.43","56374.43","71512.5371","6851.19423","8524.575","1843.753","11226.55322","6804.608"
"M868.4882T343.8","868.4882","343.83922","50.86687","249.6429","149.3501","50.90713","112.2277","6.672","35.7166","15.68233","12.33827","12708.2","12967.42","12203.87","11246.43","10444.7609","809.01","1478.8488","102.3947","2435.50908","1325.379"
"M869.3717T236.8","869.3717","236.79472","4858.529","5047.586","4107.299","3577.76","4240.695","490.0584","346.5481","297.8538","498.3557","29554.13","30583.71","29489.76","26889.84","38607.3924","4289.395","6570.22262","1544.755","8094.56004","5621.701"
"M869.4268T232","869.4268","231.99133","14498.42","15097.88","14149.25","10049.48","13597.95","1840.962","1195.435","2334.117","2179.053","11857.87","16315.73","13822.44","11871.58","11413.2372","1249.6656","1238.55994","467.264","1517.64261","1246.037"
"M869.4897T343.7","869.4897","343.71074","0","56.5992","70.77","115.6253","111.6132","24.3455","31.349","30.03171","20.33914","4946.918","5489.056","6085.496","4690.789","3616.8351","508.96875","90.045","65.3688","1207.16215","371.8971"
"M870.3739T236.3","870.3739","236.28854","2707.379","2543.757","2367.776","2344.846","2245.435","182.1729","148.1184","272.803","230.8858","10395.37","11028.71","11237.04","10175.35","14738.2216","1521.0935","2308.29192","358.405","2988.64776","1978.168"
"M870.4288T232.4","870.4288","232.37707","7520.387","7636.322","5571.98","4958.228","5161.829","908.0297","691.4397","1062.982","1103.861","10004.38","12016.21","9583.12","14618.62","9246.8948","1295.3688","1197.9576","603.9323","1791.0984","1481.585"
"M870.916T232.4","870.916","232.41288","1048.636","831.1458","806.5418","937.7455","1014.255","174.7592","70.37694","49.35878","56.67979","10365.09","14493.14","16214.52","13640.08","37243.555","524.0856","1393.31529","256.4413","2094.999","1845.478"
"M871.4179T331.5","871.4179","331.52245","3229.061","541.7562","511.5528","1064.885","987.3845","155.3968","111.7385","146.7725","131.0535","56089","51876.63","52901.73","51518.39","51427.1455","4286.32254","5173.99388","1266.579","8506.35724","5366.957"
"M871.9202T232.4","871.9202","232.41288","755.6821","745.8442","878.222","941.1904","710.8535","108.3845","107.41","79.04289","84.69811","5159.623","6795.809","7713.351","6843.283","17868.5012","296.59465","730.86044","115.0329","740.13736","665.0576"
"M872.4127T332.7","872.4127","332.70511","2778.909","1140.784","999.2287","1795.753","1224.35","221.828","202.1476","99.7257","98.37115","29555.9","26485.56","28817.22","29820.9","27563.1604","2805.30401","3037.21788","788.2401","4940.6336","3164.123"
"M875.8953T280.1","875.8953","280.1158","1052.986","1108.657","591.098","780.492","703.2726","100.0333","43.01433","76.71778","82.38822","9313.115","9762.577","13339.47","11632.34","13644.4547","378.927","880.3704","258.8046","1798.06438","1260.917"
"M876.4602T195.7","876.4602","195.66911","1064.863","430.686","891.8465","985.5123","1033.272","98.0784","59.70545","114.057","111.0721","4094.046","3756.321","6260.438","5781.026","7329.7615","717.025","663.23205","227.478","1083.84545","997.3988"
"M877.4355T216","877.4355","215.98284","45153.38","43654.64","42948.29","47421.77","48597.08","3476.33","3648.412","4128.444","3034.85","12231.93","12283.59","12097.5","11168.75","11402.7386","1351.41186","1452.55769","561.3443","2202.82113","1526.175"
"M878.4383T216","878.4383","215.98284","20437.98","21782.19","19989.17","24331.98","24378.92","1430.096","1711.088","1931.424","1601.766","9738.889","8605.145","8967.992","7883.912","8386.7026","1060.74783","1241.89568","441.6519","1593.90039","1155.401"
"M880.4457T195.9","880.4457","195.92773","3101.89","3848.716","2490.118","3304.642","3841.811","258.2064","285.5295","328.2905","306.4681","3024.238","3082.539","2755.698","3205.94","3187.9786","465.2046","452.53236","212.1696","609.26796","518.8015"
"M880.5057T233.8","880.5057","233.76019","0","67.425","89.001","216.1933","89.67525","22.6848","7.342133","0","16.34272","6207.348","6480.608","8310.983","8606.817","12604.6518","322.52673","1113.76154","24.0138","1738.9838","986.493"
"M881.431T204.7","881.431","204.74487","39984.44","41705.53","40870.22","37126.83","44029.22","3572.175","2973.558","3756.376","3482.548","11183.99","10989.39","11592.13","10199.3","10916.1692","889.4445","781.057","465.372","1384.00267","792.5742"
"M882.4213T218.3","882.4213","218.25591","2976.636","3788.932","2648.891","2856.258","3461.311","232.1476","190.1209","178.0661","153.4166","20847.77","17949.12","22064.93","20286.68","26774.7522","2229.89628","2622.33436","615.4393","4281.3729","2698.275"
"M882.4323T204.7","882.4323","204.70614","21869.95","20725.74","17822.92","20051.48","21252.57","1930.468","1090.872","1858.182","1602.921","4398.108","3968.301","4442.037","4358.43","4886.6298","394.21389","443.85047","168.0696","848.23581","443.2405"
"M883.4317T204.7","883.4317","204.70019","5240.794","6975.746","6139.518","5779.642","6249.4","562.7199","509.0254","443.9772","448.6416","4002.151","4556.985","5080.572","3961.893","4855.6761","579.93476","590.40563","100.3797","609.55571","332.1909"
"M884.4631T220.3","884.4631","220.27828","106.4709","0","45.14907","239.27","100.7331","10.67093","56.028","62.37697","52.3595","25096.91","23834.16","30072.82","18647.2","33009.0294","1015.36425","2089.27157","203.8296","4389.87231","2483.489"
"M887.2545T121.7","887.2545","121.68401","119448.9","135748","131507.8","113186.3","134433.2","2500.216","1540.288","2172.012","2053.68","159758.7","146826.3","162136.2","213014.7","173229.5554","16053.21504","8615.67174","6295.02","10134.81547","14969.19"
"M887.7563T121.7","887.7563","121.68401","91245.99","104732.4","98984.67","93246.11","101115.6","2277.805","2360.023","2402.804","1701.502","126767.1","106880.3","126636.5","162955.6","134957.8272","12643.0579","6034.46782","5089.662","8442.89205","11792.36"
"M888.4006T283.4","888.4006","283.35442","2412.971","2030.965","1337.581","1727.726","1345.127","121.3992","214.4359","248.8496","160.4204","66705.79","61569.09","59035.13","70579.53","44823.7335","13244.61128","13215.10637","3038.372","20979.16945","13450.22"
"M889.4059T283.3","889.4059","283.34514","2606.791","1529.124","1429.016","1591.352","1075.576","170.4224","90.38058","79.05773","110.0728","44042.92","39291.71","40367.61","42484.47","33000.725","7355.01722","7727.35543","1946.375","11519.99004","7572.567"
"M893.2583T28.7","893.2583","28.73928","683.851","810.3944","730.3623","757.9113","584.3567","108.0789","64.03968","131.4293","38.35683","57458.16","19367.45","22755.1","22825.29","25760.8244","4231.08913","4162.75948","598.7002","2389.13049","3286.37"
"M894.2927T137.9","894.2927","137.87192","1344.122","395.8575","656.9018","929.9945","601.4639","108.061","140.0353","152.4427","146.76","20768.48","19183.17","18215.43","25021.27","13226.1398","2471.95902","3286.25775","630.7345","5382.3019","2443.071"
"M894.3889T310.6","894.3889","310.61226","2719.84","2055.691","1756.322","1716.811","1655.484","251.6868","154.0899","266.508","202.785","81145.72","74568.56","76345.46","65816.41","71699.5754","7725.81378","8890.39446","1923.242","13461.0936","6975.107"
"M894.4907T276.7","894.4907","276.65953","122.3119","103.122","148.5938","35.03267","89.9434","50.04","30.01832","73.03074","41.3664","22275.51","29032.53","33858.68","28870.28","52016.8063","3847.58164","5945.44773","840.93","8475.56716","4270.974"
"M895.3924T310.8","895.3924","310.77246","2718.918","1532.444","973.3763","1419.233","1472.581","131.6831","141.0917","254.4986","251.4213","43072.66","39671.31","39948.3","32180.74","36877.3163","4079.63448","4751.80327","857.7877","7165.95074","4166.416"
"M895.4262T263.3","895.4262","263.29722","4093.014","3992.731","3946.566","3694.514","3103.155","235.1061","266.5","275.8392","250.171","34067.84","22381.53","36405.73","26323.03","28821.834","5966.13585","8121.97541","1840.423","7698.00628","6991.411"
